;commentor_id_new;course_id_new;content;mark;modify_timestamp
39;16142;757;可以学到很多知识;5.0;1523801508933
40;13477;757;重新认识了我们伟大的学者，更让自己懂得如何学习修养。老师吐词清晰，节奏感强。为美女老师打call，更为能提供这么优质的学习平台打call。;5.0;1524060204347
41;7069;757;通过【论语】人生课堂的学习，感觉自己的思想认识有个很大的提高，对我国伟大的思想家孔子有了更深入的了解，对学习论语有很大的帮助。;5.0;1524205849421
42;1221;909;吴恩达是机器学习领域的大牛，他的机器学习（B站可以找到视频，想做作业的话要去Coursera）是很多人入门机器学习的入门课。深度学习这个系列的课程延续了他的讲课风格，深入浅出，不用很多数学基础也能听懂，课后练习（中M没有，要去Coursera上找）几乎是手把手的教你。内容上深度不是很够，涉及到数理推导的很少几乎没有，所以对搞这方面的学术的用处不大，但是对于希望构建深度学习应用的还有科研方面需要深度学习应用的人来说，就有很大帮助了，学完这个系列的课程，你就算是入门了，可以构建一些很cool的应用，以后看别人的深度学习应用代码也会轻松很多。;5.0;1515687057555
43;4667;909;好想再深入学习下，希望能尽快开课;2.0;1517801590998
44;5884;909;很喜欢，可惜当时学到一半没坚持。;5.0;1519214652716
45;1221;337;杨老师讲的倒是还可以，奈何这个课没有测验，只有期末考试，光听课记不住那些概念什么的啊。;3.0;1515687487226
46;6616;337;杨教授的课程，深入浅出，非常接地气，十分喜欢！;5.0;1518242817626
47;4373;337;课程重新点燃了我对生物化学的热情，虽然现如今所学内容与其相差甚远，但是兴趣是最好的老师，而mooc无疑是安置兴趣最好的平台.谢谢。;5.0;1519781922008
48;3291;337;杨荣武老师教学思路清晰，课堂生动有趣，配合教材恰到好处，适合学生党和生命科学爱好者观看学习。期待老师接下来更精彩的课程。;5.0;1519708897072
49;17275;337;杨荣武教授讲授深入浅出，风趣幽默。课程知识扎实，内容完善。为我们竞赛学生提供很大的帮助;5.0;1521010024574
50;1221;159;翁老师的C语言入门课基本上可以说是中M最好的C语言入门课，不接受反驳。;5.0;1515686520197
51;8612;159;很棒的入门课，强烈推荐;5.0;1515821517990
52;46;159;"本人100分担保该视频是学习C语言入门的最佳选择
1. C语言基础理论知识完善。
2. 代码风格规范，命名，定义，debug等
3. 循序渐进，从易到难，学习很轻松。
4. 语言组织严谨，风趣，很容易接受。
5. 每次学习都可以学习到新知识。";5.0;1516102262770
53;3682;159;谢谢翁恺老师！;5.0;1515999702589
54;9480;159;哈哈我觉得这是目前见过的最好的课程，如果有机会去浙大读研一定要见到老师本人（的双剪刀手）;5.0;1516072563157
55;175;159;老师讲的课比较具有启发性，零基础学起来也没有压力;5.0;1517483393854
56;11924;159;慕课改变了我！慕课作为一个免费开放的学习平台，它让我无需付出，就可以学习很多知识。非常感谢慕课这个学习平台！！！;5.0;1517797547702
57;14127;159;我看书感觉都学不懂，学的很慢。看翁老师的慕课，就觉得很舒畅。;5.0;1518839358704
58;9;159;"我是孩子家长，又是一名高校教师，想以两个身份分别谈谈在线学习的感受：
一、作为家长：身处偏远的新疆，特别希望自己的孩子也能享受最优最好的教育资源，开放的在线平台提供了这样的机会。
二、作为教师：线上优秀教育资源不仅可以帮助我提升自身的教学水平，又可作为我的教学辅助，从而让我从一些重复性的工作中解脱出来，腾出有限的时间和精力，花费在如何让学生真正地有更多的收获上。";4.0;1520508514028
59;9812;159;老师教授的很用心  视频做的一级棒  讨论区也非常好 非常好的一次在线教育体验;5.0;1519222417268
60;9838;159;我都有成绩了，为什么没证书;5.0;1519825048952
61;12582;159;很不错的入门课程。;5.0;1519640197837
62;5771;159;可以，讲的很详细，加油~  坚持学下去;5.0;1520225579510
63;4641;159;老师的声音很好听;5.0;1520239283172
64;1432;159;老师的讲课思路非常清晰，很容易让像我这种初学者接受。非常棒！！;4.0;1520507165066
65;8181;159;循序渐进的教学方式非常适合初学者，大赞;5.0;1521279122623
66;1635;159;超级超级感谢！！！！！！;5.0;1521297517255
67;18619;159;引导的很到位。;5.0;1521324943113
68;640;159;翁恺老师超级棒，铁杆粉丝在此！;5.0;1521623206549
69;9105;159;比我在大学时期在课堂上，本专业的老师上的C语言课程好太多了。而且课程不懂得知识点可以回过头去看，赞！！;5.0;1524127791821
70;8357;159;翁恺老师讲课很生动，详细，能让人一下就明白怎么回事。;5.0;1523801887168
71;8582;159;抽丝剥茧，;4.0;1523809216376
72;12164;159;很好，很符合期望。;5.0;1523800417695
73;20997;159;老师讲的真的很不错！;5.0;1523802274494
74;1449;159;讲的很好懂，;5.0;1523804166801
75;19926;159;之前学过一点C,但现在看来只是皮毛，翁恺老师讲课生动细致，引领我更深入地探索编程的奥妙。后悔来慕课来的太晚了，只能抓紧时间赶上进度，顺便再去把陈越老师的数据结构学了。;5.0;1523807869941
76;6709;159;"感觉非常不错
";5.0;1523843763902
77;15647;159;1234567890;5.0;1523859495547
78;20531;159;收获很大，很惊喜。;5.0;1523886477380
79;19100;159;"讲的可以，简单易懂
";4.0;1523944807459
80;4003;159;我觉得很基础，对于初学C语言的同学，可以很好的了解;5.0;1523965368707
81;14274;159;感觉非常棒;5.0;1523928230884
82;21010;159;非常之不错;5.0;1523967939001
83;6148;159;老师讲解的非常好 让我们很容易接受;5.0;1523971368349
84;4977;159;"好哒好好好啊
";5.0;1523974434565
85;20989;159;"完美号码 奇怪奇怪
";5.0;1523976526696
86;16975;159;老师讲课幽默，系统，让我喜欢上了c语言;5.0;1524013497359
87;20043;159;非常棒，深入浅出;5.0;1524013567258
88;19696;159;老师讲得非常好，语言精练且风趣幽默。;5.0;1524018000562
89;13492;159;能抓住重点又不枯燥，辅助PTA练习，让我学的很扎实，赞一个！;5.0;1524123792923
90;19874;159;印象深刻，教学方式灵活，;4.0;1524126400127
91;14205;159;课上学习加上课下练习实属上乘，只是课后练习的难度有点大;4.0;1524134811179
92;13863;159;老师讲得很好;5.0;1524054040228
93;21034;159;讲解非常棒;5.0;1524055020819
94;10490;159;第一次用中国大学慕课，然后第一个就选的这门国家精品，以前都是在网上找的PDF的电子书跟着学，跟这个相比完全没有可比性，后悔自己没有早点知道这个网站。中间偶尔有课程感觉有点中断，比如老师说的我们前面讲过的题目或者，感觉有的是没讲过的。其他的都非常帮！;5.0;1524098744555
95;1766;159;老师讲得很好，配合教材和PTA食用更佳！;5.0;1524120985754
96;19991;159;逻辑清晰，little jokes很多很有趣;5.0;1524122679890
97;7765;159;很喜欢翁凯老师的讲课风格，讲的很细感觉学起来很轻松;5.0;1524128944881
98;6043;159;度挺好的，只是课程都是很基础的。;5.0;1524182514924
99;15613;159;理解角度来说，通俗易懂;5.0;1524185550637
100;1221;119;姥姥的数据结构MOOC可以说是我在中M见过的难度最高的几个课之一（其实我是很想把之一去掉的，但是话不能说的太死），每周都有几道非常难的编程难题，每次做的时候我都在想这真不愧是浙大，不过，话说回来，真想学数据结构的话，还是应该来听姥姥的课。毕竟有难度的练习对自身能力的提升才更有效。;5.0;1515687394680
101;2870;119;两位教授讲的课非常好，至少是我在MOOC以及各大网络学习平台上上过的最好的课之一。看过之后对我整体提升非常有价值，谢谢网易提供这么好的一个良心的平台给我们方便优质地进行网络学习，谢谢浙江大学，谢谢两位教授！;5.0;1516369188572
102;1965;119;陈越。。姥姥？ 是姥姥讲课？ 好开心有木有;5.0;1516535897769
103;9885;119;距离开课还有43天，好期待！！！;5.0;1516624118589
104;6129;119;好好好好好;5.0;1523171413503
105;4964;119;非常好！！！;5.0;1517799033107
106;7698;119;"老师真的很棒
";5.0;1522234382871
107;8841;119;还有人竟然只给两星？;5.0;1518707080544
108;8814;119;"for (int i = 0; i < 10000; i     ) printf(""讲的太好了！！！\n"");";5.0;1519311759145
109;816;119;老师讲解的很清晰，希望能增加更多小白专场;3.0;1522404278325
110;8496;119;"非常好   好好好
";5.0;1522318394825
111;3710;119;哇！超出预期了;5.0;1522335100124
112;2416;119;姥姥讲得灰常好，，不知道慕课和浙大真实的数据结构课堂有什么区别？：）;5.0;1520781117289
113;4922;119;讲的可以，不过光听不练肯定是不行的。;5.0;1522557620271
114;643;119;喜欢，让我爱上了数据结构！;5.0;1523005543699
115;8434;119;很充实的课程;5.0;1521854878973
116;7950;119;感觉很不错;5.0;1521868674020
117;4349;119;hhhhhhh;5.0;1521961257449
118;8221;119;感觉老师讲的很深入，虽然我很菜hhh，但是我越学越开心，感觉了解到了很多很多平时学校学不到的东西;5.0;1521881199162
119;6082;119;MOOC上的课有很多精品，而这一门课更是精品中的精品了！！！;5.0;1522078035987
120;3074;119;"快给老师加鸡腿！！！
while(1)
{ teacher   add=鸡腿；
}";5.0;1522114211220
121;15664;119;老师讲得很好！;5.0;1522054719577
122;7029;119;66666;5.0;1522066618315
123;3877;119;考研成功~~~姥姥真棒~~~;5.0;1522136722406
124;16482;119;jiangdehenhao;5.0;1522227862817
125;2567;119;好喜欢陈越老师,简直是女神;5.0;1522224503190
126;11254;119;真的挺好的;5.0;1522510341021
127;12825;119;俞繁复于简一，化崎岖于坦途，数据结构难，但是结合着例题，就c  泛型化编程而言，理解就更加深刻一些了，不过我才开始学基础的c  ，希望能够在学习中更进一步;5.0;1522335784348
128;16805;119;一直觉得数据结构枯燥、难学，但从开始看老师们讲数据结构，有种豁然开朗的感觉，通过理论加课后实践，渐渐的掌握了数据结构的内容;5.0;1522462816062
129;4004;119;选做题有点难度啊;5.0;1522550542105
130;8366;119;很好，如果可以提供其他语言的代码演示那就更加完美了;5.0;1522476854942
131;1548;119;循序渐进，适合入门！;5.0;1522560754997
132;2633;119;细致，易懂;5.0;1522746107687
133;4009;119;真的讲的很棒哦;5.0;1522675313717
134;14858;119;老师讲课很到位，讲解也很细致 很好;5.0;1523014026389
135;8376;119;课程生动有趣，容易理解;5.0;1523085518116
136;4142;119;对我很有帮助;5.0;1523169681137
137;6113;119;学到了很多东西;5.0;1523245024992
138;6723;119;很不错，适合初学者;5.0;1523243402850
139;7145;119;很生动，讲的很好;5.0;1523276652973
140;20710;119;老师讲的很好，上班一段时间了，回来学习，依然收获很多;5.0;1523284751631
141;13179;119;本校研究生，本科没上这门课，现在要用了来补，1.5倍速学起来也非常的轻松，几位老师水平很高，化繁为简，可以说是不可多得的好课;5.0;1523338845744
142;16363;119;非常好，思路清晰;5.0;1523365918573
143;1414;119;goooooood;5.0;1523638935439
144;2369;119;"感觉很棒，希望自己能坚持下来
";5.0;1523716056822
145;11790;119;课程很好，继续加油学习;5.0;1523847082704
146;3800;119;老师认真负责，教授深入浅出，感觉非常好！;5.0;1524039405005
147;5647;119;老师讲的很细致，编码易懂，赞一个;5.0;1524058100795
148;4186;119;太卡了，bibi上播放视频方便多了;5.0;1524119269872
149;15571;119;非常好，题目难，花时间;5.0;1524205539377
150;1221;160;看起来像是专业课，其实是一门通识课。希望关心，了解国际大事的都可以来听一听，范老师的讲解深入浅出，易懂好学，视频制作也很用心。总之，值得一看。;5.0;1515854332213
151;14071;160;很好'喜欢听。;5.0;1518058766677
152;3719;160;不错老师讲的蛮生动。;5.0;1521442632966
153;14405;160;哇！超出预期了;5.0;1518769520837
154;14122;160;没有基础也可以学，可以作为入门。老师也很幽默，重点比较突出;5.0;1518257049001
155;13794;160;知识内容结合实例，让我更容易理解;4.0;1518864696637
156;4586;160;学习到了很多东西，大爱慕课;5.0;1519146532198
157;13834;160;非常好！学有所用！;5.0;1523844520237
158;3369;160;很好！！！;5.0;1520134579234
159;13620;160;利用业余时间补充自己感兴趣的知识，聆听名师讲学。能起到不断提升自己的作用。;4.0;1520301533766
160;13325;160;对于非国贸专业的学生也很好懂;5.0;1520149625454
161;8328;160;做了外贸8年了，第一次系统学习国际贸易课程，感悟良多！老师讲解到位，充满热情！;5.0;1523926444888
162;1567;160;好玩的广告学  很好玩啊;5.0;1522372853361
163;1150;160;老师讲的快，但是深入浅出还是比较容易懂！;5.0;1521091258937
164;16773;160;非常棒，很喜欢范老师的课，很生动。;5.0;1521879918463
165;4548;160;喜欢这个老师，讲课风趣幽默，课件视频制作用心，内容深入浅出！！！——来自国贸小白的简评;5.0;1520926481423
166;14319;160;这是一门非常好的课程，内容言简意赅。教师表述清晰。;4.0;1521070877133
167;7159;160;我不想打字啊啊啊啊啊;4.0;1523009962492
168;12208;160;老师讲课很有趣 内容也丰富 学到了很多;5.0;1521288977923
169;14312;160;老师上课很好的，案例也很好;5.0;1521189520491
170;17616;160;通过学习本课程是我对国际贸易有了一个系统的认识，对于我架构进出口贸易的框架很有帮助;5.0;1521425927140
171;4542;160;这种学习方式很考验自觉性，对国际贸易有了一个初步的了解，希望自己能拿到优秀证书吧！;5.0;1521773334937
172;461;160;结构逻辑清晰，深入浅出。;4.0;1521950030901
173;14037;160;"老师讲解简单明了，受益匪浅！
";5.0;1522473904407
174;4199;160;讲解理论的同时伴随着许多的事例，非常通俗易懂，很赞哦;5.0;1522639028334
175;3700;160;作为国际贸易入门还是不错的。;5.0;1522835837961
176;5617;160;老师讲得很好，弥补了基础知识的缺失;5.0;1523069587556
177;2314;160;课程很好。老师讲解很不错;5.0;1522918572488
178;8791;160;很好的了解到了国际贸易学相关的知识框架，对今后的学习和工作很有好处。;4.0;1523195054296
179;13897;160;收货很多，了解了更多新知识。;5.0;1523692883371
180;17813;160;课程不错，深入浅出，受益匪浅;5.0;1523771933315
181;4202;160;"内容偏基础，对于国际贸易入门者而言非常受用，每一节课都配有详细的ppt，这点超出预期，因为很多mooc课程都没有详尽的ppt，需要不停地倒带看。

改进方面的话，课程是几年前录制好的，希望能够增加经贸时事，比如中美贸易战，增加课程先进性";4.0;1523879404696
182;1221;616;北理工的Python系列课，有一个固定的风格，就是力求深入浅出，短小精悍。在其他的课中，这个风格没什么问题，无论是爬虫课，还是数据分析可视化的课，都还算是不错的，尽管也都有深度不够的问题，但是最起码，是能够帮助入门的。但是机器学习应用这门课，搞这个风格还是不太好。机器学习本身就是一个很需要数学的东西，老师很明显是想把这些数学的东西给忽略掉，直接给大家介绍sklearn，让大家把各类机器学习算法直接用起来。但是很遗憾，当下机器学习的发展，虽然已经有了sklearn，但是也没有到达一点数学原理都不懂靠import sklearn就可以解决一切的程度。所以这个课程，对于修习过一定的机器学习算法的人，比如说使用过Matlab搞机器学习的人，可能会比较有帮助，但是对于普通人，没接触过机器学习的，最好先去Coursera上看一些Andrew Ng的机器学习，再来看这个课，可能会更好，不建议一点基础都没有就来看这个课。;3.0;1515855799506
183;4936;616;很受启发。很多东西是从不认识到认识;5.0;1518593902487
184;3306;616;非常棒，谢谢礼欣老师、嵩天老师的无私付出;5.0;1519221091168
185;100;616;学习了很多;5.0;1519564294644
186;1960;616;原理比较浅，其他都还好;4.0;1523933579938
187;5;616;学到很多知识;5.0;1520946401924
188;4499;616;很好很好安;5.0;1522331443265
189;5005;616;很好的入门课！;5.0;1522569476878
190;1221;613;北理工的Python系列课应该说是一个还算不错的系列。这个课也是延续了这个系列的风格，优点是讲解清晰易懂，缺点也很明显，深度不够。对于一些非常常用的工具和方法做了讲授，但是使用频率稍微低一点的内容就显得有些单薄了。因此，这门课的定位应该说是仅仅是入门课，如果想要入门，见识一下Python数据分析和可视化的大体概况，这个课还是比较合适的，但如果你已经有基础了，就不建议再来听这个课了。;5.0;1515854755408
191;2524;613;一些比较好的课程陆续上线，满足我不断学习的需求，感谢mooc团队;5.0;1517498605997
192;2866;613;从学习的起点出发，具有良好的引导作用;5.0;1517547315972
193;7479;613;老师讲得很有逻辑，很有趣和实用;5.0;1517637343671
194;96;613;非常喜欢嵩老师的Python课程，用心程度深深感染了我;5.0;1517805998867
195;12006;613;简明易学，老师花了很多精力，谢谢！;5.0;1517641755576
196;4212;613;感觉自己用不上这个内容。没有什么动力。勉强合格;5.0;1517665358596
197;4335;613;总的来说还是不错的，毕竟这几个库十分庞大，学到最实用的部分就可以了。但是实践中肯定还是要继续学习的;5.0;1517707348009
198;2431;613;6666666;5.0;1517730148101
199;59;613;很实用！适合初学者入门。;5.0;1517810970221
200;6342;613;非常好,如果自己能投入更多的时间效果会更好;5.0;1517820678297
201;5885;613;非常好，但是没有scipy的内容，有点遗憾;5.0;1517929721965
202;8189;613;"
11111";5.0;1518084396007
203;7260;613;Great;5.0;1524143676004
204;7454;613;总体不错，但是练习题和课时总量不大，举的例子少了点。;3.0;1519975709121
205;10692;613;老师讲课很清晰;5.0;1518418403437
206;3006;613;课程内容非常丰富，老师安排的授课体系也很合理，认认真真从头开始学，可以学到很多知识。无论你是在学习中，生活中，这些知识都可以给你提供很多帮助。感谢老师辛苦传道授业。;5.0;1518580341484
207;11437;613;能较接近于实际应用实操。知识的讲解要与实际会用结合，这样才能达有技有能。;5.0;1518100336060
208;890;613;课程很详细，基本上是手把手了;5.0;1518321049015
209;9209;613;嵩老师的课深入浅出，条理清楚，非常棒。学python数据分析是为了做量化写策略用，学了这个课，受益良多。;5.0;1522828422365
210;7193;613;嵩天老师讲课认真，好人一枚！;5.0;1518487578258
211;11231;613;虽然很多函数，也挺难把每个函数的用法记得清楚有运用熟练，但总的来说给了我很多收获，也对python的维度，numpy,matplotlib,PIL,和pandas库有了更深了解;4.0;1518540801846
212;89;613;讲课方式亲切;5.0;1518665839676
213;656;613;谢谢嵩老师带我入门数据分析与展示，从一开始的啥都不懂到现在可以运用理解了，希望未来可以熟练掌握，加油;5.0;1519456710423
214;3972;613;非常好。。。;5.0;1519606693112
215;107;613;感谢老师！;5.0;1519784555645
216;340;613;课程有些老了;4.0;1519880487721
217;6556;613;Very Good !;5.0;1519979998513
218;1121;613;课程很好 O(∩_∩)O谢谢;5.0;1520144052764
219;1960;613;还不错，就是偏简单;4.0;1520386559777
220;7354;613;嵩老师讲的非常好，后悔当初没去上北理;5.0;1520472262180
221;5593;613;嵩天老师的课特别棒！;5.0;1520422532056
222;2729;613;我是国际关系专业的额，PYTHON刚入门，甚至不会C语言，从这门课学到了基本的数据常识，还需要进一步在数据的基础打磨，能够适应我面临的这个数字虚拟世界;5.0;1520732658490
223;7891;613;老师讲的真好，真正贯通的老师才有那种举重若轻的功力，基础讲的恰到好处。希望老师开课讲授一下更深沉次的。理应付费。感谢老师啊！;5.0;1522033567670
224;6253;613;受益良多！;5.0;1521081119636
225;6305;613;讲授的非常细致，很棒，很喜欢这个老师。;5.0;1521362175840
226;7659;613;真的不错耶！老师加油;5.0;1521448651481
227;9264;613;好评，只是内容少了些，考核太简单;4.0;1521454330743
228;11899;613;课程简介、明了，感谢老师们的付出;5.0;1521531606181
229;11566;613;内容简洁，老师讲的很清楚，适合初次接触python的童鞋;5.0;1521459668238
230;11383;613;学到很多东西，谢谢老师！;5.0;1521967521455
231;9232;613;内容不多，干货有待提高;3.0;1522746272857
232;3531;613;收获挺大的;5.0;1522757280358
233;8170;613;好好好好好;4.0;1523176806953
234;8361;613;之前跟着嵩老师学的，还不错~;5.0;1523760077753
235;112;613;超级棒棒棒棒;5.0;1523795932980
236;1865;613;是很好的入门选择;5.0;1523963228154
237;1221;5;国防科技大学的高等数学课是我大一的高数入门课。这个课应该说是中M上众多高数课中难度，深度都偏高的一个课程。但是必须得说，这个课作为已经学过的人来巩固是非常不错的，但如果是零基础的话，可能会有些问题，因为这个系列的课程混有少量的数学分析和线性代数的知识。课程对于其中的数理推导比较重视，很多定理老师都是一步一步推导的，很多习题在视频里面是有详细步骤的，字迹非常工整，可以看出，这个系列的高数课是老师下了大功夫，费了相当的力气做出来的。如果你要考研打基础，看这个其实也是很好地选择。;5.0;1515855337922
238;3172;5;老师讲的很详细，不是像某些课程一样照着ppt讲课，绝大多数内容都是亲身示范推导过程;5.0;1517564944127
239;8619;5;只想说 这是我看过的讲高等数学讲的最好的了，没有之一。感谢国防科技大学，感谢朱健民老师。;5.0;1520768501959
240;1877;5;"不错的课程

";5.0;1520765276295
241;16847;5;老师讲的很好耶;5.0;1520765587304
242;7560;5;国防科大的数学课我觉得真的做的无与伦比了，真的很好，不论是高等数学课、典型例题解析课、以及另外的概率论课，都真的很好，听的很明白。还有习题可以来巩固。觉得考研如果基础差的看这个比看那些考研机构的好多了，因为考研机构讲的很笼统，基础差的只能囫囵吞枣，这个老师讲的很细，谢谢! 很谢谢老师们。;5.0;1523881763970
243;12482;5;绝对是中M上讲高数讲的最细、最有条理的课程;5.0;1522686590139
244;1811;5;真的非常感谢老师;5.0;1524128056248
245;10211;66;特别棒啊！;5.0;1515723995722
246;9684;66;老师授课很棒;5.0;1520241590371
247;9881;66;6666666666;5.0;1521469645785
248;9702;66;。。。。。;3.0;1521986813917
249;1265;625;老师们尽心尽力，作为一名学生，只要用心学习，会有很大的收获，学到的不仅是知识，更是一种思考问题解决问题的方式，大家学起来！;5.0;1515747403612
250;11174;625;我是学术型医学研究生，发现有时候只是埋头搞实验，根本不能有很多收获，生物信息学，让我感到计算机的智慧，很想把它运用到我的研究中，但是自己自学的并不好，希望自己通过努力可以学得很好。;5.0;1517411150076
251;8390;625;通俗易懂，动漫学习，很创新;5.0;1521037349123
252;526;625;"很不错的课程
";5.0;1521730056974
253;9470;625;实在相当棒，好的大学没有围墙……;5.0;1519351300576
254;18;625;自己是学医的，也有同学在这个领域做博士，留校做研究。但平时交流，感觉自己还是这个领域的高深之处，所以希望通过这门课，可以带领自己入门，认识些很难接触到的知识;5.0;1520695692741
255;17160;625;生动有趣，干货满满;5.0;1520752327074
256;316;625;讲得不错，非常棒;5.0;1520753169944
257;7173;625;一直想学习有关的课程;5.0;1520846034579
258;6453;625;非常实用的课程希望可以收获更多的知识。;5.0;1520858534212
259;13427;625;思路清晰，看课件还可以查缺补漏一下知识点，很棒。;5.0;1521031611109
260;8655;625;内容非常实用，PPT做的非常好，讲解幽默、简洁，赞！;5.0;1521190935186
261;8341;625;课程安排合理，讲解清楚，值得选择;4.0;1521206869334
262;14627;625;6666666666666666666;5.0;1521775324624
263;2002;625;超级好，老师认真;5.0;1521715765691
264;2193;625;很不错的课程;5.0;1521440670750
265;2086;625;由于本人是学习计算机的，不是搞生物学的，所以按照计算机的思维来说的话，课程内容基本上都是能看明白的，因为很多都是与计算机搜索功能相关，但是由于专业术语较多，得需要花一定的时间来进行记忆思维的消化，不过总的来说，视频教程还是简明易懂的.;5.0;1521611150605
266;11387;625;虽然学的不是很明白，但想想也是初步学习，还需坚持;3.0;1521693259401
267;19039;625;66666666;5.0;1521746989006
268;5775;625;内容调理清晰，跟着老师后面走，轻轻松松学会。不过美中不中的是，这门课是更新换代非常快的一门课，希望老师也能讲讲最新的进度，但是这些无所谓的，不影响学习，对生信入门来说非常适合，有想法的同学们可以来听听看。;4.0;1521944904654
269;3521;625;开阔了视野，现在不同学科间的交流越来越多，真的是接触的越多，越发现自己的物质。老师讲的很好，条理清晰。;5.0;1521894146204
270;14619;625;收获很大 也认真做了作业;5.0;1522043789835
271;7331;625;可以了解一些基础知识，但缺乏实践;4.0;1522077995412
272;17753;625;非常棒，很有帮助！;5.0;1522060930448
273;9247;625;很棒啊、很喜欢的;5.0;1523257093889
274;15413;625;老师讲得很通俗易懂，而且知识也很实用。;5.0;1522339535723
275;290;625;老师讲的很详细、很易懂，厉害了，我的山东;5.0;1522460909183
276;20254;625;老师的讲课内容趣味性很强，浅显易懂，还有许多干货，学到了很多;5.0;1522577589422
277;13919;625;风趣幽默的老师，喜欢，就是讲的很浅;5.0;1522634907882
278;999;625;值得学习，概念清晰，有较好的收获;5.0;1522853704235
279;14973;625;很喜欢老师的课程，形象具体，一点也不像以前上过的其它类似课程枯燥无趣;5.0;1522994425864
280;6987;625;老师太牛了，深入浅出;5.0;1523116042821
281;8816;625;太好了，高校老师讲课好清楚，好想去那学习。;5.0;1523116352519
282;3350;625;非常不错，可以系统了解。;5.0;1523156486705
283;1919;625;很好！老师讲得超棒！;5.0;1523177550230
284;20399;625;目前为止看到的讲的最好的课程，太棒了，浅显易懂，讲的生动有趣，有很专业。;5.0;1523276116694
285;14636;625;谢谢老师！;5.0;1523276176813
286;1076;625;非常有用处;5.0;1523365208777
287;15373;625;通俗易懂，内容详细;5.0;1523509350955
288;8620;625;老师说的非常生动有趣。让我了解了生物信息的魅力。;3.0;1523542135444
289;996;625;哎呀这个课程很多数据库都是一个简单的介绍。;3.0;1523608457376
290;2068;625;希望作业可以设计补交环节，理由：开课时间错过，前面作业进度直接没有;4.0;1523616495353
291;12573;625;很赞，学习到很多啊。;5.0;1523688880901
292;20133;625;PPT制作的非常精致，老师讲课非常幽默风趣，学习的同时还保持乐趣，非常喜欢这样的讲课;5.0;1523713718981
